Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
612,634,29,Great casual dress to throw on,"I ordered a petite medium in black, and it fit great great. some of the other reviews said it was tight, but i found it pretty loose and flowy. also felt it was plenty of coverage - wore it to work (casual workplace) and transitioned to happy hour beautifully.",4,1,2,General Petite,Intimate,Lounge
613,985,24,Plaid bomb pairs fabulous with everything fall!,"I had been on the hunt for a plaid bomber to rock this fall and this retailer edition bomber surpassed all of my expectations! it literally pairs great with everything fall.. chokers, boots, dresses; you name it! it also fits very true to size. not too fit to your body, and a little loose, but not too loose.. just like a bomber jacket should! i highly recommend this product.",5,1,1,General,Jackets,Jackets
614,1059,37,Great staple!,"I am pear-shaped and often have a hard time finding pants that fit just right. these did the trick!! they are slim in the waist, but have plenty of room for bigger hips. the overall fit is body skimming/hugging, but they are not tight or uncomfortable in any way! and i have no gapping at the waist. the fabric has a slight sheen to it and a little stretch, but they will be a perfect pant for the office. for reference, i am 5'4"", 34/26/38, and i got a 6 regular.",5,1,0,General,Bottoms,Pants
622,117,70,Love it!,I have bought other leggings at retailer and they were fine. these run small. i have to return.,3,1,0,Initmates,Intimate,Legwear
629,838,44,Cute and unique!,"I love this top! i gave it a four star because i wish it were a tad longer. i am short... 5'-1 and it does work for me, but i do tend to like my tops longer. very cute and airy in the back!",4,1,0,General,Tops,Blouses
638,620,47,Very cute and comfortable,I got the shorts and the blue motif they're really comfortable and will look cute with a tank top for the weekend.   they true to size them usually a size 4 to 6 and i got a small and that works.,4,1,2,General,Bottoms,Shorts
656,943,50,Thick and beautiful sweater!,"I put this runs small but it's a little more tts, except the arms are very slim! if you like to push your sleeves up like this model, you will have to wait for a while to see if the sweater loosens up. length wise it fit me a bit longer than this model and i'm a petite. the color is also darker and not as red as in this sweaters, which i actually prefer. the sweater is much thicker than my other cashmere sweaters. some of the stitching seems stick out as if the sweater is worn inside out, but th",5,1,0,General,Tops,Sweaters
680,886,36,Love it!,"Unique design. love the collar and broad cuffs. the xs regular fits me better than the s petite, which is a bit short.",4,1,1,General,Tops,Knits
681,1087,62,Simple but different.,"I bought this dress in the cream color. it was sold out online in most sizes but i stumbled upon it in person and immediately had to have it. i'm usually xs or small, and bought the small. they did not have an xs available so i can't compare, but the small was flattering and comfortable. i'm 5'5"" 120 (34c) and it falls perfectly at my ankles (no dragging) and looks great with simple, neutral sandals. as some reviewers have mentioned it has some weight to it, so it's probably not great for hot da",4,1,1,General,Dresses,Dresses
682,873,57,Love it!,This is a fabulous style top! highly recommend this top. comfortable material. retailer is consistently tried and true to a classy style!,5,1,1,General,Tops,Knits
685,745,68,Love it!,"These are the perfect leggings. they're so soft, and they don't stretch and droop throughout a day of wearing them. i ordered the grey and moss, and they have different textures, which is fun.",5,1,0,Initmates,Intimate,Legwear
687,937,36,Itchy,This cardigan is very cute in the picture and i really wanted to love it but it just didn't seem worth the price. the material is kind of itchy to me and i wasn't a huge fan of the wide edges in the front. the colour is very nice and feminine.,3,0,1,General,Tops,Sweaters
692,1110,23,The worst,"I don't typically write bad reviews, but this dress is so bad and i want to save someone else from buying it. i read the mostly bad reviews and still purchased anyway (my fault i know). the dress is super stiff ( i know denim can be that way and it is possible it would soften up after a few washes). i'm typically a 6/8 and the size small swallowed me, and the xs was big everywhere except through the bust (i ordered both sizes to try). i wouldn't recommend buying this if you are a size 8 or small",1,0,2,General Petite,Dresses,Dresses
703,1137,49,Simple luxury,"I found this at my local store and ended up buying both colors. the fabric is thicker than a t-shirt. these will go with so many things....jeans to dressy skirts. i normally wear a small but ended up buying the medium (2). the small fit me but was a little too short (for reference i am 5'8""). these will be a staple in my wardrobe all year round. love!",5,1,7,General,Trend,Trend
704,1165,31,"Beautiful print, bad fit","The colors and print are absolutely beautiful and i'm quite heartbroken that this suit just doesn't fit. i don't have a long torso but the v was just so plunging that i wouldn't feel comfortable leaving the backyard lounge chair in this bathing suit. no matter how much i tied the halter it still revealed a v halfway down to my naval. the strange thing is that there seemed to be too much fabric on top, lots of ruching and thicker straps than i would normally go for, and while i'm only around a b",3,0,0,Initmates,Intimate,Swim
724,245,31,Love,"I love this dress. i'm 5'8"" and it fits me exactly like the model in the picture. i have slim hips and waist, so that helps. i don't think this would be as flattering on someone curvy. i wish it came in another color i like, i would absolutely buy in another color. i got a medium and it fits like a glove.",5,1,1,Initmates,Intimate,Layering
782,945,53,Ordinary for the price,"I was so excited to order this sweater but was so disappointed when it came. the knit is somewhat stiff and the sleeves are not as bell shaped as pictured on the model. overall i would of kept it if it were much less money, for the price it is just an ordinary sweater with no style.",1,0,12,General,Tops,Sweaters
787,805,43,Sheet,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",3,0,2,Initmates,Intimate,Lounge
816,1105,49,Very versatile,I was on the fence about this jumpsuit at first.  i feel the pockets in the back are a little high on my bum.  kind of an unnatural placement.  i sized up so it wasn't so tight fitting at the waist and hips so it made the placement of the back pockets a little better.,4,1,0,General,Dresses,Dresses
820,969,34,Super cute- order a size down,"After reading the reviews, i was hesitant to purchase, but glad i did. i'm usually an xs or s depending on the brand, but i got this in a xxs. it fits perfectly and is so cute. does not look like a bathrobe at all. i love it because it's almost like a cardigan blazer...looks like a blazer but feels like a cardigan!",5,1,0,General,Jackets,Jackets
842,975,28,Love but poorly made,"You guys, i love this so much! however, within one hour of wearing it, the back seam completely ripped. it fit me perfectly... sadly i&#39;ll have to return the damaged item. really sad it&#39;s all sold out too!",3,0,0,General,Jackets,Jackets
